task_id,entry_point,completion,result,passed,
MBPP/46,test_distinct,"def test_distinct(numbers):
    """"""
    Determine whether all numbers in the list are distinct.

    Parameters:
    numbers (list): A list of numbers to check for distinctness.

    Returns:
    bool: True if all numbers are distinct, False otherwise.
    """"""
    # Convert the list to a set to remove duplicates
    unique_numbers = set(numbers)
    
    # Compare the length of the set with the original list
    return len(unique_numbers) == len(numbers)

# Test case
assert test_distinct([1, 5, 7, 9]) == True",passed,TRUE,46
MBPP/47,compute_Last_Digit,"def factorial(n):
    """"""Calculate the factorial of a non-negative integer n.""""""
    if n == 0 or n == 1:
        return 1
    result = 1
    for i in range(2, n + 1):
        result *= i
    return result

def compute_Last_Digit(a, b):
    """"""
    Compute the last digit of the division of factorial of b by factorial of a.
    
    Parameters:
    a (int): The first integer.
    b (int): The second integer.
    
    Returns:
    int: The last digit of (b! / a!).
    """"""
    if a > b:
        raise ValueError(""a must be less than or equal to b."")
    
    # Calculate factorials
    factorial_a = factorial(a)
    factorial_b = factorial(b)
    
    # Perform division
    division_result = factorial_b // factorial_a  # Use integer division
    
    # Get the last digit
    last_digit = division_result % 10
    
    return last_digit

# Test case
assert compute_Last_Digit(2, 4) == 2",passed,TRUE,47
MBPP/48,odd_bit_set_number,"def odd_bit_set_number(n):
    # Create a mask for odd bits (0b01010101 for 8 bits)
    odd_bit_mask = 0b01010101  # This is 85 in decimal
    # Set all odd bits of the number n
    result = n | odd_bit_mask
    return result

# Test the function with the provided test case
assert odd_bit_set_number(10) == 15  # 10 in binary is 1010, setting odd bits gives 1111 (15 in decimal)

# Additional test cases
print(odd_bit_set_number(0))    # Should return 85 (0b01010101)
print(odd_bit_set_number(5))    # Should return 85 (0b01010101 | 0b00000101 = 0b01010101)
print(odd_bit_set_number(255))  # Should return 255 (all bits set)",failed: ,FALSE,48
MBPP/49,specified_element,"def specified_element(two_d_list, index=0):
    """"""
    Extracts elements from each sublist in a two-dimensional list at the specified index.

    Parameters:
    two_d_list (list of list): The two-dimensional list from which to extract elements.
    index (int): The index of the element to extract from each sublist. Defaults to 0.

    Returns:
    list: A list containing the extracted elements from each sublist.
    """"""
    # Initialize an empty list to store the extracted elements
    extracted_elements = []
    
    # Iterate through each sublist in the two-dimensional list
    for sublist in two_d_list:
        # Check if the index is within the bounds of the sublist
        if index < len(sublist):
            # Append the specified element to the extracted_elements list
            extracted_elements.append(sublist[index])
    
    return extracted_elements

# Test case
assert specified_element([[1, 2, 3, 2], [4, 5, 6, 2], [7, 1, 9, 5]], 0) == [1, 4, 7]",passed,TRUE,49
MBPP/50,min_length_list,"def min_length_list(lists):
    """"""
    Find the list with the minimum length from a list of lists.

    Args:
    lists (list of list): A list containing multiple lists.

    Returns:
    tuple: A tuple containing the length of the shortest list and the list itself.
    """"""
    # Use the min function with a lambda to find the list with the minimum length
    shortest_list = min(lists, key=lambda x: len(x))
    return (len(shortest_list), shortest_list)

# Test case
assert min_length_list([[0], [1, 3], [5, 7], [9, 11], [13, 15, 17]]) == (1, [0])",passed,TRUE,50
MBPP/51,check_equilateral,"def check_equilateral(side1, side2, side3):
    """"""
    Check if a triangle is equilateral.

    Parameters:
    side1 (int or float): Length of the first side of the triangle.
    side2 (int or float): Length of the second side of the triangle.
    side3 (int or float): Length of the third side of the triangle.

    Returns:
    bool: True if the triangle is equilateral, False otherwise.
    """"""
    # An equilateral triangle has all three sides equal
    return side1 == side2 == side3

# Test case
assert check_equilateral(6, 8, 12) == False  # This should return False",passed,TRUE,51
MBPP/52,parallelogram_area,"def parallelogram_area(base, height):
    """"""
    Calculate the area of a parallelogram.

    Parameters:
    base (float): The length of the base of the parallelogram.
    height (float): The height of the parallelogram.

    Returns:
    float: The area of the parallelogram.
    """"""
    return base * height

# Test case
assert parallelogram_area(10, 20) == 200, ""Test case failed!""
print(""Test case passed!"")",passed,TRUE,52
MBPP/53,check_Equality,"def check_Equality(s: str) -> str:
    """"""
    Check if the first and last characters of the given string are equal.

    Parameters:
    s (str): The input string to check.

    Returns:
    str: ""Equal"" if the first and last characters are the same, ""Not Equal"" otherwise.
    """"""
    # Check if the string is empty
    if len(s) == 0:
        return ""The string is empty""
    
    # Compare the first and last characters
    if s[0] == s[-1]:
        return ""Equal""
    else:
        return ""Not Equal""

# Test case
assert check_Equality(""abcda"") == ""Equal""",passed,TRUE,53
MBPP/54,counting_sort,"def counting_sort(arr):
    if not arr:  # Handle empty array case
        return []

    # Step 1: Find the minimum and maximum values in the array
    min_val = min(arr)
    max_val = max(arr)

    # Step 2: Create a counting array
    range_of_elements = max_val - min_val + 1
    count = [0] * range_of_elements

    # Step 3: Count occurrences of each element
    for num in arr:
        count[num - min_val] += 1

    # Step 4: Accumulate counts
    for i in range(1, len(count)):
        count[i] += count[i - 1]

    # Step 5: Build the output array
    output = [0] * len(arr)
    for num in reversed(arr):  # Reverse to maintain stability
        output[count[num - min_val] - 1] = num
        count[num - min_val] -= 1

    return output

# Test case
assert counting_sort([1, 23, 4, 5, 6, 7, 8]) == [1, 4, 5, 6, 7, 8, 23]",passed,TRUE,54
MBPP/55,tn_gp,"def tn_gp(a, r, n):
    """"""
    Calculate the t-nth term of a geometric series.

    Parameters:
    a (int or float): The first term of the geometric series.
    r (int or float): The common ratio of the geometric series.
    n (int): The term number to find.

    Returns:
    int or float: The t-nth term of the geometric series.
    """"""
    # Calculate the n-th term using the formula a * r^(n-1)
    return a * (r ** (n - 1))

# Test case
assert tn_gp(1, 5, 2) == 16, ""Test case failed!""
print(""Test case passed!"")",failed: Test case failed!,FALSE,55
MBPP/56,check,"def check(n):
    # Convert the number to string to reverse it
    reversed_n = int(str(n)[::-1])
    
    # Calculate twice the reversed number
    twice_reversed = 2 * reversed_n
    
    # Check if the original number is one less than twice the reversed number
    return n == (twice_reversed - 1)

# Test case
assert check(70) == False  # As per the provided test case",failed: maximum recursion depth exceeded,FALSE,56
MBPP/57,find_Max_Num,"def find_Max_Num(digits, n):
    """"""
    Function to find the largest number that can be formed with the given digits.
    
    Parameters:
    digits (list): A list of integers representing the digits.
    n (int): The number of digits to consider (not used in this implementation).
    
    Returns:
    int: The largest number that can be formed from the digits.
    """"""
    # Convert digits to strings for sorting
    str_digits = [str(digit) for digit in digits]
    
    # Sort the digits in descending order
    str_digits.sort(reverse=True)
    
    # Join the sorted digits to form the largest number
    largest_number = ''.join(str_digits)
    
    # Convert the result back to an integer
    return int(largest_number)

# Test case
assert find_Max_Num([1, 2, 3], 3) == 321",passed,TRUE,57
MBPP/58,opposite_Signs,"def opposite_Signs(a: int, b: int) -> bool:
    """"""
    Check if two integers have opposite signs.

    Parameters:
    a (int): The first integer.
    b (int): The second integer.

    Returns:
    bool: True if the integers have opposite signs, False otherwise.
    """"""
    return (a < 0) != (b < 0)

# Test case
assert opposite_Signs(1, -2) == True

# Additional test cases for verification
assert opposite_Signs(-1, 2) == True
assert opposite_Signs(0, -2) == False
assert opposite_Signs(2, 0) == False
assert opposite_Signs(-3, -5) == False
assert opposite_Signs(3, 5) == False

print(""All test cases passed!"")",failed: ,FALSE,58
MBPP/59,is_octagonal,"def is_octagonal(n):
    """"""
    Calculate the nth octagonal number using the formula:
    O(n) = n * (3n - 2)

    Parameters:
    n (int): The position in the sequence of octagonal numbers.

    Returns:
    int: The nth octagonal number.
    """"""
    if n < 1:
        raise ValueError(""n must be a positive integer."")
    
    # Calculate the nth octagonal number
    octagonal_number = n * (3 * n - 2)
    return octagonal_number

# Test the function with the provided assertion
assert is_octagonal(5) == 65

# You can add more test cases if needed
print(""The 5th octagonal number is:"", is_octagonal(5))  # Output: 65",passed,TRUE,59
MBPP/60,max_len_sub,"def max_len_sub(arr, diff):
    if not arr:
        return 0  # Return 0 for empty array
    
    max_length = 1  # At least one element can be a subsequence
    current_length = 1  # Start with the first element
    
    # Iterate through the array starting from the second element
    for i in range(1, len(arr)):
        # Check if the absolute difference is equal to the given diff
        if abs(arr[i] - arr[i - 1]) == diff:
            current_length += 1  # Increase the current subsequence length
        else:
            # Update max_length if current_length is greater
            max_length = max(max_length, current_length)
            current_length = 1  # Reset current_length for a new subsequence
    
    # Final check to update max_length after the loop
    max_length = max(max_length, current_length)
    
    return max_length

# Test case
assert max_len_sub([2, 5, 6, 3, 7, 6, 5, 8], 8) == 5",failed: ,FALSE,60
